Jornada,Dia,Hora,Local,Equipa 1,Golos 1,Golos 2,Equipa 2,Fonte_Data,Fonte_Local,Data_Placeholder,Local_Placeholder,Falta de Comparência,Elo Antes 1,Elo Antes 2,Season Phase 1,Season Phase 2,Proportional Multiplier,K Factor 1,K Factor 2,Elo Change 1,Elo Change 2,Elo Delta 1,Elo Delta 2,Elo Depois 1,Elo Depois 2,Has Absence,Was In Previous Season 1,Was In Previous Season 2,Inter Group Adjustment 1,Inter Group Adjustment 2,Final Elo 1,Final Elo 2
1,2025-10-21 00:00:00,21h20,Caixa UA,Eng. e Gestão Industrial,12,4,Biologia,Excel,Excel,False,False,,1003,680,2.0,2.0,1.1161231740339044,223.22463480678087,223.22463480678087,0.0485709297485325,-0.04857092974853261,11,-11,1014,669,False,True,True,0,0,1014,669
1,2025-10-21 00:00:00,21h20,Caixa UA,Fisioterapia,21,5,Tradução,Excel,Excel,False,False,,1169,661,2.0,2.0,1.1543165676600577,230.86331353201155,230.86331353201155,0.009204160312312526,-0.009204160312312639,2,-2,1171,659,False,True,True,0,0,1171,659
1,2025-10-21 00:00:00,21h40,Caixa UA,Eng. Eletrónica e Telecomunicações,14,4,Economia,Excel,Excel,False,False,,834,647,2.0,2.0,1.1334615816706974,226.6923163341395,226.6923163341395,0.15157081899986447,-0.15157081899986438,34,-34,868,613,False,True,True,0,0,868,613
1,2025-10-21 00:00:00,21h40,Caixa UA,Eng. Mecânica,15,3,Eng. Física,Excel,Excel,False,False,,983,501,2.0,2.0,1.174618943088019,234.9237886176038,234.9237886176038,0.011665515865501463,-0.011665515865501557,3,-3,986,498,False,True,True,0,0,986,498
1,2025-10-21 00:00:00,22h00,Caixa UA,Eng. Computadores e Telemática,3,9,Design,Excel,Excel,False,False,,448,749,2.0,2.0,1.1161231740339044,223.22463480678087,223.22463480678087,-0.058838826516274506,0.05883882651627459,-13,13,435,762,False,True,True,0,0,435,762
1,2025-10-21 00:00:00,22h00,Caixa UA,Educação Básica,0,21,MTC,Excel,Excel,False,False,Educação Básica,529,836,2.0,2.0,1.4531984602822678,290.63969205645355,290.63969205645355,-0.055852163694794524,0.05585216369479462,0,0,529,836,True,True,True,0,0,529,836
1,2025-10-21 00:00:00,22h20,Caixa UA,Psicologia,1,9,Eng. Civil,Excel,Excel,False,False,,713,685,2.0,2.0,1.2457309396155174,249.14618792310347,249.14618792310347,-0.5641174210445886,0.5641174210445887,-141,141,572,826,False,True,True,0,0,572,826
2,2025-10-21 00:00:00,22h20,Caixa UA,Eng. e Gestão Industrial,14,3,Eng. Física,Excel,Excel,False,False,,1014,498,1.2905158776306287,1.2905158776306287,1.1665428015545503,150.54420073418626,150.54420073418626,0.008555949469192914,-0.008555949469192786,1,-1,1015,497,False,True,True,0,0,1015,497
2,2025-10-21 00:00:00,22h40,Caixa UA,Eng. Eletrónica e Telecomunicações,12,4,Tradução,Excel,Excel,False,False,,868,659,1.2905158776306287,1.2905158776306287,1.1161231740339044,144.03746774822469,144.03746774822469,0.12730935567501667,-0.12730935567501678,18,-18,886,641,False,True,True,0,0,886,641
2,2025-10-21 00:00:00,22h40,Caixa UA,Fisioterapia,21,10,Economia,Excel,Excel,False,False,,1171,613,1.2905158776306287,1.2905158776306287,1.0770154403043632,138.99055261661232,138.99055261661232,0.005827226049332612,-0.005827226049332643,1,-1,1172,612,False,True,True,0,0,1172,612
2,2025-10-21 00:00:00,23h00,Caixa UA,Educação Básica,0,21,Eng. Civil,Excel,Excel,False,False,Ed.Básica,529,826,1.2905158776306287,1.2905158776306287,1.4531984602822678,187.5375686342649,187.5375686342649,-0.0609124519764462,0.060912451976446236,0,0,529,826,True,True,True,0,0,529,826
2,2025-10-21 00:00:00,23h00,Caixa UA,Eng. Mecânica,12,10,Biologia,Excel,Excel,False,False,,986,669,1.2905158776306287,1.2905158776306287,1.0183993761470242,131.42605646868617,131.42605646868617,0.05118934282988363,-0.051189342829883674,7,-7,993,662,False,True,True,0,0,993,662
2,2025-10-21 00:00:00,23h20,Caixa UA,Eng. Computadores e Telemática,1,13,Psicologia,Excel,Excel,False,False,,435,572,1.2905158776306287,1.2905158776306287,1.2923922207808318,166.78526810439723,166.78526810439723,-0.2206613278377197,0.22066132783771975,-37,37,398,609,False,True,True,0,0,398,609
2,2025-10-21 00:00:00,23h20,Caixa UA,MTC,6,2,Design,Excel,Excel,False,False,,836,762,1.2905158776306287,1.2905158776306287,1.1161231740339044,144.03746774822469,144.03746774822469,0.3359120585329264,-0.3359120585329263,48,-48,884,714,False,True,True,0,0,884,714
3,2025-12-17 00:00:00,19h00,Caixa UA,Eng. e Gestão Industrial,15,20,Eng. Mecânica,Excel,Excel,False,False,,1015,993,1.0,1.0,1.0291860089647606,102.91860089647606,102.91860089647606,-0.550484258664316,0.5504842586643159,-57,57,958,1050,False,True,True,0,0,958,1050
